221.717, 129.218, 8.334, 16.160 False
221.440, 129.220, 8.334, 16.193 False
221.162, 129.223, 8.334, 16.226 False
220.884, 129.226, 8.334, 16.259 False
220.606, 129.229, 8.334, 16.292 False
220.328, 129.232, 8.334, 16.325 False
220.051, 129.235, 8.334, 16.358 False
219.773, 129.238, 8.334, 16.391 False
219.495, 129.241, 8.334, 16.424 False
219.217, 129.244, 8.334, 16.457 False
218.940, 129.247, 8.334, 16.490 False
218.662, 129.250, 8.334, 16.523 False
218.384, 129.253, 8.334, 16.556 False
218.106, 129.256, 8.334, 16.589 False
217.828, 129.259, 8.334, 16.622 False
217.551, 129.262, 8.334, 16.655 False
217.273, 129.265, 8.334, 16.688 False
216.995, 129.268, 8.334, 16.721 False
216.717, 129.272, 8.334, 16.754 False
216.440, 129.275, 8.334, 16.787 False
216.162, 129.278, 8.334, 16.820 False
215.884, 129.281, 8.334, 16.853 False
215.606, 129.285, 8.334, 16.886 False
215.329, 129.288, 8.333, 16.919 False
215.051, 129.291, 8.333, 16.952 False
214.773, 129.295, 8.333, 16.985 False
214.495, 129.298, 8.333, 17.018 False
214.217, 129.301, 8.333, 17.051 False
213.940, 129.305, 8.333, 17.084 False
213.662, 129.309, 8.333, 17.117 False
213.384, 129.312, 8.333, 17.150 False
213.106, 129.316, 8.333, 17.183 False
212.829, 129.319, 8.333, 17.216 False
212.551, 129.323, 8.333, 17.249 False
212.273, 129.326, 8.333, 17.282 False
211.995, 129.330, 8.333, 17.315 False
211.718, 129.334, 8.333, 17.348 False
211.440, 129.337, 8.333, 17.381 False
211.162, 129.341, 8.333, 17.414 False
210.884, 129.344, 8.333, 17.447 False
210.606, 129.348, 8.333, 17.480 False
210.329, 129.351, 8.333, 17.513 False
210.051, 129.355, 8.333, 17.546 False
209.773, 129.358, 8.333, 17.579 False
209.495, 129.362, 8.333, 17.612 False
209.218, 129.365, 8.333, 17.645 False
208.940, 129.369, 8.333, 17.678 False
208.662, 129.372, 8.333, 17.711 False
208.384, 129.376, 8.333, 17.744 False
208.107, 129.379, 8.333, 17.777 False
207.829, 129.383, 8.333, 17.810 False
207.551, 129.386, 8.333, 17.843 False
207.273, 129.390, 8.333, 17.876 False
206.996, 129.393, 8.333, 17.909 False
206.718, 129.396, 8.333, 17.942 False
206.440, 129.400, 8.333, 17.975 False
206.162, 129.403, 8.333, 18.008 False
205.885, 129.406, 8.333, 18.041 False
205.607, 129.410, 8.333, 18.074 False
205.329, 129.413, 8.333, 18.107 False
205.051, 129.416, 8.333, 18.140 False
204.774, 129.419, 8.333, 18.173 False
204.496, 129.423, 8.333, 18.206 False
204.218, 129.426, 8.333, 18.239 False
203.940, 129.429, 8.333, 18.272 False
203.662, 129.432, 8.333, 18.305 False
203.385, 129.435, 8.333, 18.338 False
203.107, 129.438, 8.333, 18.371 False
202.829, 129.441, 8.333, 18.404 False
202.551, 129.444, 8.333, 18.437 False
202.274, 129.447, 8.333, 18.470 False
201.996, 129.450, 8.333, 18.503 False
201.718, 129.453, 8.333, 18.536 False
201.440, 129.456, 8.333, 18.569 False
201.162, 129.459, 8.333, 18.602 False
200.885, 129.462, 8.333, 18.635 False
200.607, 129.465, 8.333, 18.668 False
200.329, 129.467, 8.333, 18.701 False
200.051, 129.470, 8.333, 18.734 False
199.774, 129.473, 8.333, 18.767 False
199.496, 129.475, 8.333, 18.800 False
199.218, 129.478, 8.333, 18.833 False
198.940, 129.481, 8.333, 18.866 False
198.663, 129.483, 8.333, 18.899 False
198.385, 129.486, 8.333, 18.932 False
198.107, 129.488, 8.333, 18.965 False
197.829, 129.491, 8.333, 18.998 False
197.551, 129.493, 8.333, 19.031 False
197.274, 129.496, 8.333, 19.064 False
196.996, 129.498, 8.333, 19.097 False
196.718, 129.500, 8.333, 19.130 False
196.440, 129.503, 8.333, 19.163 False
196.163, 129.505, 8.333, 19.196 False
195.885, 129.507, 8.333, 19.229 False
195.607, 129.509, 8.333, 19.262 False
195.329, 129.512, 8.333, 19.295 False
195.051, 129.514, 8.333, 19.328 False
194.774, 129.516, 8.333, 19.361 False
194.496, 129.518, 8.333, 19.394 False
194.218, 129.520, 8.333, 19.427 False
193.940, 129.522, 8.333, 19.460 False
193.663, 129.524, 8.333, 19.493 False
193.385, 129.526, 8.333, 19.526 False
193.107, 129.528, 8.333, 19.559 False
192.829, 129.529, 8.333, 19.592 False
192.552, 129.531, 8.333, 19.625 False
192.274, 129.533, 8.333, 19.658 False
191.996, 129.535, 8.333, 19.691 False
191.718, 129.536, 8.333, 19.724 False
191.440, 129.538, 8.333, 19.757 False
191.163, 129.540, 8.333, 19.790 False
190.885, 129.541, 8.333, 19.823 False
190.607, 129.543, 8.333, 19.856 False
190.329, 129.544, 8.333, 19.889 False
190.052, 129.546, 8.333, 19.922 False
189.774, 129.547, 8.333, 19.955 False
189.496, 129.549, 8.333, 19.988 False
189.218, 129.550, 8.333, 20.021 False
188.940, 129.551, 8.333, 20.054 False
188.663, 129.552, 8.333, 20.087 False
188.385, 129.554, 8.333, 20.120 False
188.107, 129.555, 8.333, 20.153 False
187.829, 129.556, 8.333, 20.186 False
187.552, 129.557, 8.333, 20.219 False
187.274, 129.558, 8.333, 20.252 False
186.996, 129.559, 8.333, 20.285 False
186.718, 129.560, 8.333, 20.318 False
186.441, 129.561, 8.333, 20.351 False
186.163, 129.562, 8.333, 20.384 False
185.885, 129.563, 8.333, 20.417 False
185.607, 129.564, 8.333, 20.450 False
185.329, 129.565, 8.333, 20.483 False
185.052, 129.565, 8.333, 20.516 False
184.774, 129.566, 8.333, 20.549 False
184.496, 129.567, 8.333, 20.582 False
184.218, 129.567, 8.333, 20.615 False
183.941, 129.568, 8.333, 20.648 False
183.663, 129.569, 8.333, 20.681 False
183.385, 129.569, 8.333, 20.714 False
183.107, 129.570, 8.333, 20.747 False
182.829, 129.570, 8.333, 20.780 False
182.552, 129.571, 8.333, 20.813 False
182.274, 129.571, 8.333, 20.846 False
181.996, 129.572, 8.333, 20.879 False
181.718, 129.572, 8.333, 20.912 False
181.441, 129.573, 8.333, 20.945 False
181.163, 129.573, 8.333, 20.978 False
180.885, 129.573, 8.333, 21.011 False
180.607, 129.573, 8.333, 21.044 False
180.330, 129.574, 8.333, 21.077 False
180.052, 129.574, 8.333, 21.110 False
179.774, 129.574, 8.333, 21.143 False
179.496, 129.574, 8.333, 21.176 False
179.218, 129.574, 8.333, 21.209 False
178.941, 129.575, 8.333, 21.242 False
178.663, 129.575, 8.333, 21.275 False
178.385, 129.575, 8.333, 21.308 False
178.107, 129.575, 8.333, 21.341 False
177.830, 129.575, 8.333, 21.374 False
177.552, 129.575, 8.333, 21.407 False
177.274, 129.575, 8.333, 21.440 False
176.996, 129.574, 8.333, 21.473 False
176.718, 129.574, 8.333, 21.506 False
176.441, 129.573, 8.333, 21.539 False
176.163, 129.573, 8.333, 21.572 False
175.885, 129.573, 8.333, 21.605 False
175.607, 129.572, 8.333, 21.638 False
175.330, 129.572, 8.333, 21.671 False
175.052, 129.571, 8.333, 21.704 False
174.774, 129.571, 8.333, 21.737 False
174.496, 129.570, 8.333, 21.770 False
174.219, 129.570, 8.333, 21.803 False
173.941, 129.569, 8.333, 21.836 False
173.663, 129.569, 8.333, 21.869 False
173.385, 129.568, 8.333, 21.902 False
173.107, 129.568, 8.333, 21.935 False
